"kementerian_nama","program","unit_organisasi","kegiatan","unit_eselon2","fungsi","subfungsi","output_program","output","satuan","dijumlahkan","multiyears","jns_output","rab","tor","sasaran_kegiatan","sasaran_program","sasaran_strategis","suboutput","komponen","jns_komponen","type_komponen","indikasi_pbj","satuan_komponen","kewenangan","propinsi","kabupaten","nawacita","janpres","tematiks","pb","pn","pp","kp","pro_pn","pns","pps","kps","pro_pns","kerangka_regulasi","alokasi_rp","alokasi_pnbp","alokasi_blu","alokasi_pln","alokasi_rmp","alokasi_pdn","alokasi_hibah","alokasi_ph","alokasi_hn","alokasi_sbsn","alokasi_total","alokasi_1","alokasi_2","alokasi_3"
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","012-Regulasi Bidang Aneka Energi Baru dan Energi Terbarukan","3-Draft","false","false","Reguler Lanjutan / MYC","4033.012--RAB 2020 - Regulasi Bidang Aneka EBT.pdf","4033.012--TOR 2020 - Regulasi Bidang Aneka EBT.pdf","01-Tersusunnya Regulasi Bidang Aneka Energi Baru dan Energi Terbarukan","02-Meningkatnya Perumusan Kebijakan dan Regulasi Sektor EBTKE yang berkualitas","03-Perumusan Kebijakan & Regulasi Sektor ESDM yang Berkualitas","001-Tanpa Sub Output","057-Pengembangan Standar Kompetensi Kerja Nasional Indonesia Bidang Aneka EBT","Utama","NON OPS","Swakelola","Draft","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Ya",575737,0,0,0,0,0,0,0,0,0,575737,615737,655737,695737
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Layanan Penyiapan Program Aneka Energi Baru dan Energi Terbarukan","069-Monitoring Pemanfaatan Pembangkit Listrik Tenaga Aneka Energi Baru Terbarukan","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",908901,0,0,0,0,0,0,0,0,0,908901,999792,1100000,1210000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Layanan Penyiapan Program Aneka Energi Baru dan Energi Terbarukan","072-Sinkronisasi Program Pengembangan Aneka Energi Baru Terbarukan","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",905108,0,0,0,0,0,0,0,0,0,905108,995619,1096000,1206000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Layanan Penyiapan Program Aneka Energi Baru dan Energi Terbarukan","075-Penyiapan Perencanaan Program Pengembangan Aneka EBT","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",784861,0,0,0,0,0,0,0,0,0,784861,863348,950000,1045000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Layanan Penyiapan Program Aneka Energi Baru dan Energi Terbarukan","076-Harmonisasi Recana Penyediaan Tenaga Listrik Bidang Aneka EBT","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",310259,0,0,0,0,0,0,0,0,0,310259,341825,376000,414000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Layanan Penyiapan Program Aneka Energi Baru dan Energi Terbarukan","077-Evaluasi Program Aneka Energi Baru Terbarukan","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",662603,0,0,0,0,0,0,0,0,0,662603,728864,802000,883000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","002-Layanan Pelayanan dan Pengawasan Usaha Aneka Energi Baru dan Energi Terbarukan","063-Monitoring dan Evaluasi Implementasi Pengusahaan Pembangkit Aneka EBT","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",601181,0,0,0,0,0,0,0,0,0,601181,675181,717181,768181
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","002-Layanan Pelayanan dan Pengawasan Usaha Aneka Energi Baru dan Energi Terbarukan","066-Peningkatan Pelayanan Pengusahaan Bidang Aneka EBT","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",533379,0,0,0,0,0,0,0,0,0,533379,581379,642379,696379
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","002-Layanan Pelayanan dan Pengawasan Usaha Aneka Energi Baru dan Energi Terbarukan","067-Peningkatan Pemanfaatan Pembangkit Listrik Surya Atap","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",1083027,0,0,0,0,0,0,0,0,0,1083027,1263027,1353027,1493027
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","002-Layanan Pelayanan dan Pengawasan Usaha Aneka Energi Baru dan Energi Terbarukan","068-Penyiapan Mekanisme Pendanaan Pengusahaan Bidang Aneka EBT","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",586174,0,0,0,0,0,0,0,0,0,586174,644792,710000,781000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","003-Layanan Investasi dan Kerjasama Aneka Energi Baru dan Energi Terbarukan","062-Promosi Bidang Aneka Energi Baru dan Energi Terbarukan","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",754828,0,0,0,0,0,0,0,0,0,754828,814828,865828,935828
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","003-Layanan Investasi dan Kerjasama Aneka Energi Baru dan Energi Terbarukan","064-Perencanaan, Implementasi, Monitoring dan Evaluasi Program Sumba Sebagai Pulau Ikonis Energi Terbarukan","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","53-Provinsi Nusa Tenggara Timur","5300-Provinsi Nusa Tenggara Timur","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",976997,0,0,0,0,0,0,0,0,0,976997,1046997,1236997,1386997
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","003-Layanan Investasi dan Kerjasama Aneka Energi Baru dan Energi Terbarukan","065-Pelaksanaan Kerjasama Bidang Aneka Energi Baru dan Energi Terbarukan","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",574978,0,0,0,0,0,0,0,0,0,574978,634978,675978,735978
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","003-Layanan Investasi dan Kerjasama Aneka Energi Baru dan Energi Terbarukan","066-Monitoring Investasi di Bidang Aneka Energi Baru dan Energi Terbarukan","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",633714,0,0,0,0,0,0,0,0,0,633714,676714,706714,735714
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","004-Layanan Keteknikan dan Lingkungan Aneka Energi Baru dan Energi Terbarukan","057-Monitoring dan Pelaksanaan Rencana Aksi Nasional Penurunan Emisi Gas Rumah Kaca dari Sektor Aneka EBT","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",160512,0,0,0,0,0,0,0,0,0,160512,230512,275512,315512
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","004-Layanan Keteknikan dan Lingkungan Aneka Energi Baru dan Energi Terbarukan","066-Penyusunan Panduan Keteknikan dan Pengelolaan Lingkungan Aneka EBT","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",499147,0,0,0,0,0,0,0,0,0,499147,539147,585147,645147
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","004-Layanan Keteknikan dan Lingkungan Aneka Energi Baru dan Energi Terbarukan","068-Monitoring dan Evaluasi Performa Sistem Pembangkit dan Industri Aneka Energi Baru Terbarukan","Utama","NON OPS","Swakelola","rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",244128,0,0,0,0,0,0,0,0,0,244128,298128,318128,365128
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","004-Layanan Keteknikan dan Lingkungan Aneka Energi Baru dan Energi Terbarukan","069-Pengawasan  Pengelolaan Lingkungan Pembangkit Aneka Energi Baru Terbarukan","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",191332,0,0,0,0,0,0,0,0,0,191332,231332,275332,316332
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","005-Layanan Implementasi Pengembangan Aneka Energi Baru dan Energi Terbarukan","059-Pembinaan dan Inventarisasi Serah Terima Aset BMN Aneka EBT kepada Pemerintah Daerah","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",647253,0,0,0,0,0,0,0,0,0,647253,689253,734253,785253
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.15.12-Program Pengelolaan Energi Baru Terbarukan Dan Konservasi Energi","15-Ditjen Energi Baru Terbarukan dan Konservasi Energi","4033-Pembinaan, Pengawasan dan Pengusahaan Aneka Energi Baru Terbarukan","02-Direktorat Aneka Energi Baru dan Energi Terbarukan","EKONOMI","BAHAN BAKAR DAN ENERGI","01-Energi Baru dan Terbarukan yang Berkelanjutan dan Optimal","015-Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","21-Rekomendasi","true","false","Reguler Baru Renstra","4033.015--RAB 2020 - Layanan Bidang Aneka EBT.pdf","4033.015--TOR 2020 - Layanan Bidang Aneka EBT .pdf","02-Terlaksananya Layanan Bidang Aneka Energi Baru dan Energi Terbarukan","04-Meningkatnya Kemandirian dan Ketahanan Energi Nasional Sektor EBTKE","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","005-Layanan Implementasi Pengembangan Aneka Energi Baru dan Energi Terbarukan","060-Perencanaan dan Evaluasi Revitalisasi Pembangkit Listrik Berbasis Aneka Energi Baru dan Energi Terbarukan","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","004 - Mitigasi perubahan Iklim","00-Bukan prioritas bidang","","","","","","","","","Tidak",411959,0,0,0,0,0,0,0,0,0,411959,459959,604959,646659
